Sr No,Payer,Dealer Name,Product,Invoice No,Invoice Date,Invoice Amount,Discounting Date,RM/ASE/ASM,Region,Rec, Gross Collection , Balance O/s ,Collection Date,Due Date,Usance till Collection Days,Discounting Tenure,Rate,Disc Chrges for Discouting Tenure,Early Collection Days,Collection Incentive on Amount Received,Net Amount Received
3831,1104040,PATIL TRUCKS PVT LTD,CVBU17,709460676,29 Jul 17," 3,99,351 ",31-Jul-17,Manjunatha Balaraju,South,Rec," 3,99,351 ", -   ,31-Aug-17,14-Sep-17, 31 , 45 ,10.05%,"4,948.12", 14 ," 1,539.42 "," 3,97,811.62 "
3832,1103470,GAJRAJ VAHAN PVT LTD,CVBU17,709462670,31 Jul 17," 4,27,573 ",31-Jul-17,prashant kumar ,EAST,Rec," 4,27,573 ", -   ,31-Aug-17,14-Sep-17, 31 , 45 ,10.05%,"5,297.81", 14 ," 1,648.21 "," 4,25,924.90 "
3833,1102450,PRERANA MOTORS PVT LTD,CVBU17,709462618,31 Jul 17," 4,27,573 ",31-Jul-17,Manjunatha Balaraju,SOUTH,Rec," 4,27,573 ", -   ,31-Aug-17,14-Sep-17, 31 , 45 ,10.05%,"5,297.81", 14 ," 1,648.21 "," 4,25,924.90 "
3834,1102450,PRERANA MOTORS PVT LTD,CVBU17,709462619,31 Jul 17," 4,27,573 ",31-Jul-17,Manjunatha Balaraju,SOUTH,Rec," 4,27,573 ", -   ,31-Aug-17,14-Sep-17, 31 , 45 ,10.05%,"5,297.81", 14 ," 1,648.21 "," 4,25,924.90 "
3835,1103470,GAJRAJ VAHAN PVT LTD,CVBU17,709463041,31 Jul 17," 4,57,102 ",31-Jul-17,prashant kumar ,EAST,Rec," 4,57,102 ", -   ,31-Aug-17,14-Sep-17, 31 , 45 ,10.05%,"5,663.68", 14 ," 1,762.03 "," 4,55,339.70 "
3836,1102440,BUDHIA AGENCIES PVT LTD,CVBU17,709463549,31 Jul 17," 4,57,328 ",31-Jul-17,prashant kumar ,EAST,Rec," 4,57,328 ", -   ,31-Aug-17,14-Sep-17, 31 , 45 ,10.05%,"5,666.49", 14 ," 1,762.91 "," 4,55,565.38 "
3837,1102440,BUDHIA AGENCIES PVT LTD,CVBU17,709463550,31 Jul 17," 4,57,328 ",31-Jul-17,prashant kumar ,EAST,Rec," 4,57,328 ", -   ,31-Aug-17,14-Sep-17, 31 , 45 ,10.05%,"5,666.49", 14 ," 1,762.91 "," 4,55,565.38 "
3838,1102440,BUDHIA AGENCIES PVT LTD,CVBU17,709463551,31 Jul 17," 4,57,328 ",31-Jul-17,prashant kumar ,EAST,Rec," 4,57,328 ", -   ,31-Aug-17,14-Sep-17, 31 , 45 ,10.05%,"5,666.49", 14 ," 1,762.91 "," 4,55,565.38 "
3839,1102440,BUDHIA AGENCIES PVT LTD,CVBU17,709463552,31 Jul 17," 4,57,328 ",31-Jul-17,prashant kumar ,EAST,Rec," 4,57,328 ", -   ,31-Aug-17,14-Sep-17, 31 , 45 ,10.05%,"5,666.49", 14 ," 1,762.91 "," 4,55,565.38 "
3840,1104040,PATIL TRUCKS PVT LTD,CVBU17,709460678,29 Jul 17," 4,58,814 ",31-Jul-17,Manjunatha Balaraju,South,Rec," 4,58,814 ", -   ,31-Aug-17,14-Sep-17, 31 , 45 ,10.05%,"5,684.90", 14 ," 1,768.64 "," 4,57,045.73 "
3841,1104040,PATIL TRUCKS PVT LTD,CVBU17,709460679,29 Jul 17," 4,58,814 ",31-Jul-17,Manjunatha Balaraju,South,Rec," 4,58,814 ", -   ,31-Aug-17,14-Sep-17, 31 , 45 ,10.05%,"5,684.90", 14 ," 1,768.64 "," 4,57,045.73 "
3842,1104040,PATIL TRUCKS PVT LTD,CVBU17,709460682,29 Jul 17," 4,58,814 ",31-Jul-17,Manjunatha Balaraju,South,Rec," 4,58,814 ", -   ,31-Aug-17,14-Sep-17, 31 , 45 ,10.05%,"5,684.90", 14 ," 1,768.64 "," 4,57,045.73 "
3843,1104040,PATIL TRUCKS PVT LTD,CVBU17,709460683,29 Jul 17," 4,58,814 ",31-Jul-17,Manjunatha Balaraju,South,Rec," 4,58,814 ", -   ,31-Aug-17,14-Sep-17, 31 , 45 ,10.05%,"5,684.90", 14 ," 1,768.64 "," 4,57,045.73 "
3844,1104040,PATIL TRUCKS PVT LTD,CVBU17,709460685,29 Jul 17," 4,58,814 ",31-Jul-17,Manjunatha Balaraju,South,Rec," 4,58,814 ", -   ,31-Aug-17,14-Sep-17, 31 , 45 ,10.05%,"5,684.90", 14 ," 1,768.64 "," 4,57,045.73 "
3845,1104040,PATIL TRUCKS PVT LTD,CVBU17,709460686,29 Jul 17," 4,58,814 ",31-Jul-17,Manjunatha Balaraju,South,Rec," 4,58,814 ", -   ,31-Aug-17,14-Sep-17, 31 , 45 ,10.05%,"5,684.90", 14 ," 1,768.64 "," 4,57,045.73 "
3846,1102450,PRERANA MOTORS PVT LTD,CVBU17,709462213,31 Jul 17," 4,59,666 ",31-Jul-17,Manjunatha Balaraju,SOUTH,Rec," 4,59,666 ", -   ,31-Aug-17,14-Sep-17, 31 , 45 ,10.05%,"5,695.45", 14 ," 1,771.92 "," 4,57,893.65 "
3847,1102450,PRERANA MOTORS PVT LTD,CVBU17,709462214,31 Jul 17," 4,59,666 ",31-Jul-17,Manjunatha Balaraju,SOUTH,Rec," 4,59,666 ", -   ,31-Aug-17,14-Sep-17, 31 , 45 ,10.05%,"5,695.45", 14 ," 1,771.92 "," 4,57,893.65 "
3848,1102450,PRERANA MOTORS PVT LTD,CVBU17,709462215,31 Jul 17," 4,59,666 ",31-Jul-17,Manjunatha Balaraju,SOUTH,Rec," 4,59,666 ", -   ,31-Aug-17,14-Sep-17, 31 , 45 ,10.05%,"5,695.45", 14 ," 1,771.92 "," 4,57,893.65 "
3849,1102450,PRERANA MOTORS PVT LTD,CVBU17,709462216,31 Jul 17," 4,59,666 ",31-Jul-17,Manjunatha Balaraju,SOUTH,Rec," 4,59,666 ", -   ,31-Aug-17,14-Sep-17, 31 , 45 ,10.05%,"5,695.45", 14 ," 1,771.92 "," 4,57,893.65 "
3850,1102450,PRERANA MOTORS PVT LTD,CVBU17,709462217,31 Jul 17," 4,59,666 ",31-Jul-17,Manjunatha Balaraju,SOUTH,Rec," 4,59,666 ", -   ,31-Aug-17,14-Sep-17, 31 , 45 ,10.05%,"5,695.45", 14 ," 1,771.92 "," 4,57,893.65 "
3851,1102450,PRERANA MOTORS PVT LTD,CVBU17,709462219,31 Jul 17," 4,59,666 ",31-Jul-17,Manjunatha Balaraju,SOUTH,Rec," 4,59,666 ", -   ,31-Aug-17,14-Sep-17, 31 , 45 ,10.05%,"5,695.45", 14 ," 1,771.92 "," 4,57,893.65 "
3852,1102450,PRERANA MOTORS PVT LTD,CVBU17,709462220,31 Jul 17," 4,59,666 ",31-Jul-17,Manjunatha Balaraju,SOUTH,Rec," 4,59,666 ", -   ,31-Aug-17,14-Sep-17, 31 , 45 ,10.05%,"5,695.45", 14 ," 1,771.92 "," 4,57,893.65 "
3853,1102450,PRERANA MOTORS PVT LTD,CVBU17,709462222,31 Jul 17," 4,59,666 ",31-Jul-17,Manjunatha Balaraju,SOUTH,Rec," 4,59,666 ", -   ,31-Aug-17,14-Sep-17, 31 , 45 ,10.05%,"5,695.45", 14 ," 1,771.92 "," 4,57,893.65 "
3854,1102450,PRERANA MOTORS PVT LTD,CVBU17,709462224,31 Jul 17," 4,59,666 ",31-Jul-17,Manjunatha Balaraju,SOUTH,Rec," 4,59,666 ", -   ,31-Aug-17,14-Sep-17, 31 , 45 ,10.05%,"5,695.45", 14 ," 1,771.92 "," 4,57,893.65 "
3855,1102450,PRERANA MOTORS PVT LTD,CVBU17,709462225,31 Jul 17," 4,59,666 ",31-Jul-17,Manjunatha Balaraju,SOUTH,Rec," 4,59,666 ", -   ,31-Aug-17,14-Sep-17, 31 , 45 ,10.05%,"5,695.45", 14 ," 1,771.92 "," 4,57,893.65 "
3856,1102450,PRERANA MOTORS PVT LTD,CVBU17,709462227,31 Jul 17," 4,59,666 ",31-Jul-17,Manjunatha Balaraju,SOUTH,Rec," 4,59,666 ", -   ,31-Aug-17,14-Sep-17, 31 , 45 ,10.05%,"5,695.45", 14 ," 1,771.92 "," 4,57,893.65 "
3857,1102450,PRERANA MOTORS PVT LTD,CVBU17,709462229,31 Jul 17," 4,59,666 ",31-Jul-17,Manjunatha Balaraju,SOUTH,Rec," 4,59,666 ", -   ,31-Aug-17,14-Sep-17, 31 , 45 ,10.05%,"5,695.45", 14 ," 1,771.92 "," 4,57,893.65 "
3858,1102450,PRERANA MOTORS PVT LTD,CVBU17,709462536,31 Jul 17," 4,59,666 ",31-Jul-17,Manjunatha Balaraju,SOUTH,Rec," 4,59,666 ", -   ,31-Aug-17,14-Sep-17, 31 , 45 ,10.05%,"5,695.45", 14 ," 1,771.92 "," 4,57,893.65 "
3859,1102450,PRERANA MOTORS PVT LTD,CVBU17,709462539,31 Jul 17," 4,59,666 ",31-Jul-17,Manjunatha Balaraju,SOUTH,Rec," 4,59,666 ", -   ,31-Aug-17,14-Sep-17, 31 , 45 ,10.05%,"5,695.45", 14 ," 1,771.92 "," 4,57,893.65 "
3860,1102450,PRERANA MOTORS PVT LTD,CVBU17,709462540,31 Jul 17," 4,59,666 ",31-Jul-17,Manjunatha Balaraju,SOUTH,Rec," 4,59,666 ", -   ,31-Aug-17,14-Sep-17, 31 , 45 ,10.05%,"5,695.45", 14 ," 1,771.92 "," 4,57,893.65 "
3861,1102450,PRERANA MOTORS PVT LTD,CVBU17,709462541,31 Jul 17," 4,59,666 ",31-Jul-17,Manjunatha Balaraju,SOUTH,Rec," 4,59,666 ", -   ,31-Aug-17,14-Sep-17, 31 , 45 ,10.05%,"5,695.45", 14 ," 1,771.92 "," 4,57,893.65 "
3862,1102450,PRERANA MOTORS PVT LTD,CVBU17,709462543,31 Jul 17," 4,59,666 ",31-Jul-17,Manjunatha Balaraju,SOUTH,Rec," 4,59,666 ", -   ,31-Aug-17,14-Sep-17, 31 , 45 ,10.05%,"5,695.45", 14 ," 1,771.92 "," 4,57,893.65 "
3863,1102450,PRERANA MOTORS PVT LTD,CVBU17,709462544,31 Jul 17," 4,59,666 ",31-Jul-17,Manjunatha Balaraju,SOUTH,Rec," 4,59,666 ", -   ,31-Aug-17,14-Sep-17, 31 , 45 ,10.05%,"5,695.45", 14 ," 1,771.92 "," 4,57,893.65 "
3864,1102450,PRERANA MOTORS PVT LTD,CVBU17,709462545,31 Jul 17," 4,59,666 ",31-Jul-17,Manjunatha Balaraju,SOUTH,Rec," 4,59,666 ", -   ,31-Aug-17,14-Sep-17, 31 , 45 ,10.05%,"5,695.45", 14 ," 1,771.92 "," 4,57,893.65 "
3865,1102450,PRERANA MOTORS PVT LTD,CVBU17,709462546,31 Jul 17," 4,59,666 ",31-Jul-17,Manjunatha Balaraju,SOUTH,Rec," 4,59,666 ", -   ,31-Aug-17,14-Sep-17, 31 , 45 ,10.05%,"5,695.45", 14 ," 1,771.92 "," 4,57,893.65 "
3866,1102450,PRERANA MOTORS PVT LTD,CVBU17,709462707,31 Jul 17," 4,59,666 ",31-Jul-17,Manjunatha Balaraju,SOUTH,Rec," 4,59,666 ", -   ,31-Aug-17,14-Sep-17, 31 , 45 ,10.05%,"5,695.45", 14 ," 1,771.92 "," 4,57,893.65 "
3867,1102450,PRERANA MOTORS PVT LTD,CVBU17,709462708,31 Jul 17," 4,59,666 ",31-Jul-17,Manjunatha Balaraju,SOUTH,Rec," 4,59,666 ", -   ,31-Aug-17,14-Sep-17, 31 , 45 ,10.05%,"5,695.45", 14 ," 1,771.92 "," 4,57,893.65 "
3868,1102450,PRERANA MOTORS PVT LTD,CVBU17,709462709,31 Jul 17," 4,59,666 ",31-Jul-17,Manjunatha Balaraju,SOUTH,Rec," 4,59,666 ", -   ,31-Aug-17,14-Sep-17, 31 , 45 ,10.05%,"5,695.45", 14 ," 1,771.92 "," 4,57,893.65 "
3869,1102450,PRERANA MOTORS PVT LTD,CVBU17,709462711,31 Jul 17," 4,59,666 ",31-Jul-17,Manjunatha Balaraju,SOUTH,Rec," 4,59,666 ", -   ,31-Aug-17,14-Sep-17, 31 , 45 ,10.05%,"5,695.45", 14 ," 1,771.92 "," 4,57,893.65 "
3870,1102450,PRERANA MOTORS PVT LTD,CVBU17,800601390,31 Jul 17," 5,00,501 ",31-Jul-17,Manjunatha Balaraju,SOUTH,Rec," 5,00,501 ", -   ,31-Aug-17,14-Sep-17, 31 , 45 ,10.05%,"6,201.41", 14 ," 1,929.33 "," 4,98,571.41 "
3871,1102450,PRERANA MOTORS PVT LTD,CVBU17,800601246,29 Jul 17," 5,00,512 ",31-Jul-17,Manjunatha Balaraju,SOUTH,Rec," 5,00,512 ", -   ,31-Aug-17,14-Sep-17, 31 , 45 ,10.05%,"6,201.55", 14 ," 1,929.37 "," 4,98,582.89 "
3872,1102450,PRERANA MOTORS PVT LTD,CVBU17,800601369,31 Jul 17," 5,00,512 ",31-Jul-17,Manjunatha Balaraju,SOUTH,Rec," 5,00,512 ", -   ,31-Aug-17,14-Sep-17, 31 , 45 ,10.05%,"6,201.55", 14 ," 1,929.37 "," 4,98,582.89 "
3873,1102450,PRERANA MOTORS PVT LTD,CVBU17,709461003,29 Jul 17," 5,08,633 ",31-Jul-17,Manjunatha Balaraju,SOUTH,Rec," 5,08,633 ", -   ,31-Aug-17,14-Sep-17, 31 , 45 ,10.05%,"6,302.18", 14 ," 1,960.68 "," 5,06,672.68 "
3874,1102450,PRERANA MOTORS PVT LTD,CVBU17,709461004,29 Jul 17," 5,08,633 ",31-Jul-17,Manjunatha Balaraju,SOUTH,Rec," 5,08,633 ", -   ,31-Aug-17,14-Sep-17, 31 , 45 ,10.05%,"6,302.18", 14 ," 1,960.68 "," 5,06,672.68 "
3875,1102450,PRERANA MOTORS PVT LTD,CVBU17,709461005,29 Jul 17," 5,08,633 ",31-Jul-17,Manjunatha Balaraju,SOUTH,Rec," 5,08,633 ", -   ,31-Aug-17,14-Sep-17, 31 , 45 ,10.05%,"6,302.18", 14 ," 1,960.68 "," 5,06,672.68 "
3876,1102450,PRERANA MOTORS PVT LTD,CVBU17,709461006,29 Jul 17," 5,08,633 ",31-Jul-17,Manjunatha Balaraju,SOUTH,Rec," 5,08,633 ", -   ,31-Aug-17,14-Sep-17, 31 , 45 ,10.05%,"6,302.18", 14 ," 1,960.68 "," 5,06,672.68 "
3877,1102450,PRERANA MOTORS PVT LTD,CVBU17,709461007,29 Jul 17," 5,08,633 ",31-Jul-17,Manjunatha Balaraju,SOUTH,Rec," 5,08,633 ", -   ,31-Aug-17,14-Sep-17, 31 , 45 ,10.05%,"6,302.18", 14 ," 1,960.68 "," 5,06,672.68 "
3878,1102450,PRERANA MOTORS PVT LTD,CVBU17,709461008,29 Jul 17," 5,08,633 ",31-Jul-17,Manjunatha Balaraju,SOUTH,Rec," 5,08,633 ", -   ,31-Aug-17,14-Sep-17, 31 , 45 ,10.05%,"6,302.18", 14 ," 1,960.68 "," 5,06,672.68 "
3879,1102450,PRERANA MOTORS PVT LTD,CVBU17,709460989,29 Jul 17," 5,08,645 ",31-Jul-17,Manjunatha Balaraju,SOUTH,Rec," 5,08,645 ", -   ,31-Aug-17,14-Sep-17, 31 , 45 ,10.05%,"6,302.32", 14 ," 1,960.72 "," 5,06,684.14 "
3880,1102450,PRERANA MOTORS PVT LTD,CVBU17,709460990,29 Jul 17," 5,08,645 ",31-Jul-17,Manjunatha Balaraju,SOUTH,Rec," 5,08,645 ", -   ,31-Aug-17,14-Sep-17, 31 , 45 ,10.05%,"6,302.32", 14 ," 1,960.72 "," 5,06,684.14 "
3881,1102450,PRERANA MOTORS PVT LTD,CVBU17,709460991,29 Jul 17," 5,08,645 ",31-Jul-17,Manjunatha Balaraju,SOUTH,Rec," 5,08,645 ", -   ,31-Aug-17,14-Sep-17, 31 , 45 ,10.05%,"6,302.32", 14 ," 1,960.72 "," 5,06,684.14 "
3882,1102450,PRERANA MOTORS PVT LTD,CVBU17,709460992,29 Jul 17," 5,08,645 ",31-Jul-17,Manjunatha Balaraju,SOUTH,Rec," 5,08,645 ", -   ,31-Aug-17,14-Sep-17, 31 , 45 ,10.05%,"6,302.32", 14 ," 1,960.72 "," 5,06,684.14 "
3883,1102450,PRERANA MOTORS PVT LTD,CVBU17,709460994,29 Jul 17," 5,08,645 ",31-Jul-17,Manjunatha Balaraju,SOUTH,Rec," 5,08,645 ", -   ,31-Aug-17,14-Sep-17, 31 , 45 ,10.05%,"6,302.32", 14 ," 1,960.72 "," 5,06,684.14 "
3884,1102450,PRERANA MOTORS PVT LTD,CVBU17,709460996,29 Jul 17," 5,08,645 ",31-Jul-17,Manjunatha Balaraju,SOUTH,Rec," 5,08,645 ", -   ,31-Aug-17,14-Sep-17, 31 , 45 ,10.05%,"6,302.32", 14 ," 1,960.72 "," 5,06,684.14 "
3885,1102450,PRERANA MOTORS PVT LTD,CVBU17,709460997,29 Jul 17," 5,08,645 ",31-Jul-17,Manjunatha Balaraju,SOUTH,Rec," 5,08,645 ", -   ,31-Aug-17,14-Sep-17, 31 , 45 ,10.05%,"6,302.32", 14 ," 1,960.72 "," 5,06,684.14 "
3886,1102450,PRERANA MOTORS PVT LTD,CVBU17,709460998,29 Jul 17," 5,08,645 ",31-Jul-17,Manjunatha Balaraju,SOUTH,Rec," 5,08,645 ", -   ,31-Aug-17,14-Sep-17, 31 , 45 ,10.05%,"6,302.32", 14 ," 1,960.72 "," 5,06,684.14 "
3887,1102450,PRERANA MOTORS PVT LTD,CVBU17,709460999,29 Jul 17," 5,08,645 ",31-Jul-17,Manjunatha Balaraju,SOUTH,Rec," 5,08,645 ", -   ,31-Aug-17,14-Sep-17, 31 , 45 ,10.05%,"6,302.32", 14 ," 1,960.72 "," 5,06,684.14 "
3888,1102450,PRERANA MOTORS PVT LTD,CVBU17,709461000,29 Jul 17," 5,08,645 ",31-Jul-17,Manjunatha Balaraju,SOUTH,Rec," 5,08,645 ", -   ,31-Aug-17,14-Sep-17, 31 , 45 ,10.05%,"6,302.32", 14 ," 1,960.72 "," 5,06,684.14 "
3889,1102450,PRERANA MOTORS PVT LTD,CVBU17,709461001,29 Jul 17," 5,08,645 ",31-Jul-17,Manjunatha Balaraju,SOUTH,Rec," 5,08,645 ", -   ,31-Aug-17,14-Sep-17, 31 , 45 ,10.05%,"6,302.32", 14 ," 1,960.72 "," 5,06,684.14 "
3890,1102450,PRERANA MOTORS PVT LTD,CVBU17,709461002,29 Jul 17," 5,08,645 ",31-Jul-17,Manjunatha Balaraju,SOUTH,Rec," 5,08,645 ", -   ,31-Aug-17,14-Sep-17, 31 , 45 ,10.05%,"6,302.32", 14 ," 1,960.72 "," 5,06,684.14 "
3891,1102450,PRERANA MOTORS PVT LTD,CVBU17,986229958,29 Jul 17," 5,50,397 ",31-Jul-17,Manjunatha Balaraju,SOUTH,Rec," 5,50,397 ", -   ,31-Aug-17,14-Sep-17, 31 , 45 ,10.05%,"6,819.65", 14 ," 2,121.67 "," 5,48,275.77 "
3892,1102450,PRERANA MOTORS PVT LTD,CVBU17,903452516,31 Jul 17," 5,62,824 ",31-Jul-17,Manjunatha Balaraju,SOUTH,Rec," 5,62,824 ", -   ,31-Aug-17,14-Sep-17, 31 , 45 ,10.05%,"6,973.62", 14 ," 2,169.57 "," 5,60,654.11 "
3893,1102450,PRERANA MOTORS PVT LTD,CVBU17,903452518,31 Jul 17," 5,62,824 ",31-Jul-17,Manjunatha Balaraju,SOUTH,Rec," 5,62,824 ", -   ,31-Aug-17,14-Sep-17, 31 , 45 ,10.05%,"6,973.62", 14 ," 2,169.57 "," 5,60,654.11 "
3894,1102450,PRERANA MOTORS PVT LTD,CVBU17,903452519,31 Jul 17," 5,62,824 ",31-Jul-17,Manjunatha Balaraju,SOUTH,Rec," 5,62,824 ", -   ,31-Aug-17,14-Sep-17, 31 , 45 ,10.05%,"6,973.62", 14 ," 2,169.57 "," 5,60,654.11 "
3895,1102450,PRERANA MOTORS PVT LTD,CVBU17,903452520,31 Jul 17," 5,62,824 ",31-Jul-17,Manjunatha Balaraju,SOUTH,Rec," 5,62,824 ", -   ,31-Aug-17,14-Sep-17, 31 , 45 ,10.05%,"6,973.62", 14 ," 2,169.57 "," 5,60,654.11 "
3896,1102450,PRERANA MOTORS PVT LTD,CVBU17,903452521,31 Jul 17," 5,62,824 ",31-Jul-17,Manjunatha Balaraju,SOUTH,Rec," 5,62,824 ", -   ,31-Aug-17,14-Sep-17, 31 , 45 ,10.05%,"6,973.62", 14 ," 2,169.57 "," 5,60,654.11 "
3897,1102450,PRERANA MOTORS PVT LTD,CVBU17,903452523,31 Jul 17," 5,62,824 ",31-Jul-17,Manjunatha Balaraju,SOUTH,Rec," 5,62,824 ", -   ,31-Aug-17,14-Sep-17, 31 , 45 ,10.05%,"6,973.62", 14 ," 2,169.57 "," 5,60,654.11 "
3898,1103470,GAJRAJ VAHAN PVT LTD,CVBU17,720338153,31 Jul 17," 5,82,898 ",31-Jul-17,prashant kumar ,EAST,Rec," 5,82,898 ", -   ,31-Aug-17,14-Sep-17, 31 , 45 ,10.05%,"7,222.34", 14 ," 2,246.95 "," 5,80,650.97 "
3899,1102450,PRERANA MOTORS PVT LTD,CVBU17,986229957,29 Jul 17," 6,51,188 ",31-Jul-17,Manjunatha Balaraju,SOUTH,Rec," 6,51,188 ", -   ,31-Aug-17,14-Sep-17, 31 , 45 ,10.05%,"8,068.49", 14 ," 2,510.20 "," 6,48,678.28 "
3900,1102450,PRERANA MOTORS PVT LTD,CVBU17,903451575,29 Jul 17," 9,24,794 ",31-Jul-17,Manjunatha Balaraju,SOUTH,Rec," 9,24,794 ", -   ,31-Aug-17,14-Sep-17, 31 , 45 ,10.05%,"11,458.57", 14 ," 3,564.89 "," 9,21,228.89 "
3901,1102440,BUDHIA AGENCIES PVT LTD,CVBU17,903453378,31 Jul 17," 10,10,380 ",31-Jul-17,prashant kumar ,EAST,Rec," 10,10,380 ", -   ,31-Aug-17,14-Sep-17, 31 , 45 ,10.05%,"12,519.02", 14 ," 3,894.81 "," 10,06,484.91 "
3902,1103470,GAJRAJ VAHAN PVT LTD,CVBU17,903452453,31 Jul 17," 10,10,719 ",31-Jul-17,prashant kumar ,EAST,Rec," 10,10,719 ", -   ,31-Aug-17,14-Sep-17, 31 , 45 ,10.05%,"12,523.22", 14 ," 3,896.11 "," 10,06,822.52 "
3903,1102450,PRERANA MOTORS PVT LTD,CVBU17,903451574,29 Jul 17," 10,45,681 ",31-Jul-17,Manjunatha Balaraju,SOUTH,Rec," 10,45,681 ", -   ,31-Aug-17,14-Sep-17, 31 , 45 ,10.05%,"12,956.42", 14 ," 4,030.89 "," 10,41,650.58 "
3904,1102440,BUDHIA AGENCIES PVT LTD,CVBU17,903452754,31 Jul 17," 11,86,986 ",31-Jul-17,prashant kumar ,EAST,Rec," 11,86,986 ", -   ,31-Aug-17,14-Sep-17, 31 , 45 ,10.05%,"14,707.25", 14 ," 4,575.59 "," 11,82,410.65 "
3905,1109040,MGT MOTORS PVT LTD,CVBU17,922714382,28 Jul 17," 13,11,453 ",31-Jul-17,Ankushdeep Wadhwa,EAST,Rec," 13,11,453 ", -   ,31-Aug-17,14-Sep-17, 31 , 45 ,10.05%,"16,249.44", 14 ," 5,055.38 "," 13,06,397.42 "
3906,1109040,MGT MOTORS PVT LTD,CVBU17,922714381,28 Jul 17," 14,53,777 ",31-Jul-17,Ankushdeep Wadhwa,EAST,Rec," 14,53,777 ", -   ,31-Aug-17,14-Sep-17, 31 , 45 ,10.05%,"18,012.90", 14 ," 5,604.01 "," 14,48,173.27 "
3907,1109040,MGT MOTORS PVT LTD,CVBU17,922714380,28 Jul 17," 14,59,048 ",31-Jul-17,Ankushdeep Wadhwa,EAST,Rec," 14,59,048 ", -   ,31-Aug-17,14-Sep-17, 31 , 45 ,10.05%,"18,078.21", 14 ," 5,624.33 "," 14,53,423.99 "
3908,1102450,PRERANA MOTORS PVT LTD,CVBU17,800400720,29 Jul 17," 21,65,142 ",31-Jul-17,Manjunatha Balaraju,SOUTH,Rec," 21,65,142 ", -   ,31-Aug-17,14-Sep-17, 31 , 45 ,10.05%,"26,827.00", 14 ," 8,346.18 "," 21,56,795.58 "
3909,1102450,PRERANA MOTORS PVT LTD,CVBU17,800400721,29 Jul 17," 21,65,142 ",31-Jul-17,Manjunatha Balaraju,SOUTH,Rec," 21,65,142 ", -   ,31-Aug-17,14-Sep-17, 31 , 45 ,10.05%,"26,827.00", 14 ," 8,346.18 "," 21,56,795.58 "
3910,1109040,MGT MOTORS PVT LTD,CVBU17,924660875,28 Jul 17," 22,03,738 ",31-Jul-17,Ankushdeep Wadhwa,EAST,Rec," 22,03,738 ", -   ,31-Aug-17,14-Sep-17, 31 , 45 ,10.05%,"27,305.22", 14 ," 8,494.96 "," 21,95,243.28 "
3911,1109040,MGT MOTORS PVT LTD,CVBU17,924660876,28 Jul 17," 22,03,738 ",31-Jul-17,Ankushdeep Wadhwa,EAST,Rec," 22,03,738 ", -   ,31-Aug-17,14-Sep-17, 31 , 45 ,10.05%,"27,305.22", 14 ," 8,494.96 "," 21,95,243.28 "
3912,1109040,MGT MOTORS PVT LTD,CVBU17,924660973,31 Jul 17," 22,04,493 ",31-Jul-17,Ankushdeep Wadhwa,EAST,Rec," 22,04,493 ", -   ,31-Aug-17,14-Sep-17, 31 , 45 ,10.05%,"27,314.57", 14 ," 8,497.87 "," 21,95,994.93 "
3913,1102750,VEERPRABHU MARKETING LTD,CVBU17,909869434,29 Jul 17," 22,32,457 ",31-Jul-17,Sunil Manwani,NORTH,Rec," 22,32,457 ", -   ,31-Aug-17,14-Sep-17, 31 , 45 ,10.05%,"27,661.06", 14 ," 8,605.66 "," 22,23,851.30 "
3914,1102750,VEERPRABHU MARKETING LTD,CVBU17,909869435,29 Jul 17," 22,32,457 ",31-Jul-17,Sunil Manwani,NORTH,Rec," 22,32,457 ", -   ,31-Aug-17,14-Sep-17, 31 , 45 ,10.05%,"27,661.06", 14 ," 8,605.66 "," 22,23,851.30 "
3915,1102750,VEERPRABHU MARKETING LTD,CVBU17,909869436,29 Jul 17," 22,32,457 ",31-Jul-17,Sunil Manwani,NORTH,Rec," 22,32,457 ", -   ,31-Aug-17,14-Sep-17, 31 , 45 ,10.05%,"27,661.06", 14 ," 8,605.66 "," 22,23,851.30 "
3916,1102750,VEERPRABHU MARKETING LTD,CVBU17,919600369,28 Jul 17," 25,70,094 ",31-Jul-17,Sunil Manwani,NORTH,Rec," 25,70,094 ", -   ,31-Aug-17,14-Sep-17, 31 , 45 ,10.05%,"31,844.52", 14 ," 9,907.18 "," 25,60,186.90 "
3917,1102750,VEERPRABHU MARKETING LTD,CVBU17,919600372,28 Jul 17," 25,70,094 ",31-Jul-17,Sunil Manwani,NORTH,Rec," 25,70,094 ", -   ,31-Aug-17,14-Sep-17, 31 , 45 ,10.05%,"31,844.52", 14 ," 9,907.18 "," 25,60,186.90 "
3918,1102750,VEERPRABHU MARKETING LTD,CVBU17,919600373,28 Jul 17," 25,70,094 ",31-Jul-17,Sunil Manwani,NORTH,Rec," 25,70,094 ", -   ,31-Aug-17,14-Sep-17, 31 , 45 ,10.05%,"31,844.52", 14 ," 9,907.18 "," 25,60,186.90 "
3919,1102750,VEERPRABHU MARKETING LTD,CVBU17,919600374,28 Jul 17," 25,70,094 ",31-Jul-17,Sunil Manwani,NORTH,Rec," 25,70,094 ", -   ,31-Aug-17,14-Sep-17, 31 , 45 ,10.05%,"31,844.52", 14 ," 9,907.18 "," 25,60,186.90 "
